x,y,class
1.154732223869018,0.38879350277204183,0.0
-0.11732851933645017,0.72151870363208,0.0
1.2348656580549826,-0.12407942472199818,1.0
0.2398458456563169,0.2047140817496059,1.0
2.17959026909171,0.040525634707821945,1.0
1.4262356903214684,-0.16951889240011317,1.0
1.0000750563635312,-0.22903198911450284,1.0
1.7041722674864435,-0.16268134213596236,1.0
-1.1073138531801288,0.6723045880343701,0.0
-0.7740495892925453,0.8576412628046237,0.0
0.8056149512933577,-0.485289159096226,1.0
0.6734072588034534,0.8906207786989762,0.0
-0.1488919409533244,1.3062801044631476,0.0
-0.00887372211331464,0.5231391208273937,1.0
0.2624814628495282,0.8022724748976376,0.0
1.1068141261361348,-0.7980966119280218,1.0
-0.4437411978632238,0.8615625812348883,0.0
-0.9866665044685623,-0.2065453301899238,0.0
-0.27602530175548573,0.9921930409753743,0.0
-0.19658415135506885,0.06315704269573641,1.0
-1.3568593312544106,0.0803334922086371,0.0
0.48427744016976004,1.2174242675450597,0.0
1.9718620130587572,0.4383842159590461,1.0
-1.1195394219947625,0.33592315342828205,0.0
1.414782358267895,-0.38060962898596107,1.0
2.215278546544341,0.1325866876615613,1.0
-0.1796896495468067,0.5183300683674642,1.0
0.7117223860490374,-0.41726708296973636,0.0
0.4534325191291695,0.533859331910797,0.0
-0.818745616305807,0.07606507996514816,0.0
0.5337593245359546,-0.09952589621100077,0.0
0.9649202919671575,-0.08944389570640171,1.0
0.7997230321303391,-0.42184186404755886,1.0
2.154474945496634,-0.21688361494185815,1.0
0.28260173056749466,-0.27302494574813524,1.0
0.9275462183684945,0.5318626886590058,0.0
1.626818961934719,-0.581252170947702,1.0
0.923017189207402,0.16544694705277588,0.0
0.10890434471636841,-0.18175720387827887,1.0
-0.5376408127609849,0.9834798166396733,0.0
-0.6,0.8,1.0
